entity,n,org_flag,url1,url2,url3,url4,url5,title1,title2,title3,title4,title5,description1,description2,description3,description4,description5
Angola Glenwood Elementary School,6,True,https://www.zillow.com/homedetails/32-Glenwood-Ave-Angola-NY-14006/30323475_zpid/,https://www.realtor.com/realestateandhomes-search/Angola_IN/schools/Carlin-Park-Elementary-School-0725738431,https://www.northwestgeorgianews.com/rome/news/local/one-last-walk-through-glenwood-community-has-a-chance-to-visit-current-facility-before-primary/article_5ba60a4a-c0cd-11ec-8d58-83a87edd1e56.html,https://www.realtor.com/realestateandhomes-detail/906-Steven-Lee-Dr_Angola_IN_46703_M35107-91960,https://www.northwestgeorgianews.com/rome/news/education/board-votes-to-close-cave-spring-elementary-and-glenwood-primary/article_f6e8366c-4ed8-11eb-9d00-433726fc23fd.html,"32 Glenwood Ave, Angola, NY 14006 | Zillow","Homes For Sale near Carlin Park Elementary School - Angola, IN ...",One last walk through Glenwood: Community has a chance to visit ...,"906 Steven Lee Dr, Angola, IN 46703 | realtor.com®",Board votes to close Cave Spring Elementary and Glenwood ...,"32 Glenwood Ave, Angola, NY 14006 is currently not for sale. The 1033 Square Feet single family home is a 3 ... John T Waugh Elementary School. Grades: K-5.","Find 26 real estate homes for sale listings near Carlin Park Elementary School in Angola, IN where the area has a median listing home price of $262450.","Apr 20, 2022 ... When the heavy, metal doors whisper shut behind the last student exiting Glenwood Primary School in late May, it will be for the final time.","906 Steven Lee Dr, Angola, IN 46703 is a single family home for sale listed on the market for 22 days. The schools near 906 Steven Lee Dr, include Angola High ...","Jan 4, 2021 ... The Floyd County Board of Education voted Monday evening to close Cave Spring Elementary School and Glenwood Primary School at the end of ..."
Angola Census Bureau,6,True,https://www.census.gov/quickfacts/fact/table/angolacityindiana/POP060210,https://data.worldbank.org/indicator/SP.POP.TOTL?locations=AO,https://www.census.gov/foreign-trade/balance/c7620.html,https://www.indiana-demographics.com/angola-demographics,https://ghdx.healthdata.org/organizations/national-institute-statistics-angola,"U.S. Census Bureau QuickFacts: Angola city, Indiana","Population, total - Angola | Data",Foreign Trade - U.S. Trade with Angola,"Angola Demographics - Get Current Census Data for Angola, IN",National Institute of Statistics (Angola) | GHDx,"Angola city, Indiana. QuickFacts provides statistics for all states and counties, and for cities and towns with a population of 5,000 or more.","( 2 ) Census reports and other statistical publications from national statistical offices, ( 3 ) Eurostat: Demographic Statistics, ( 4 ) United Nations ...",You are here: Census.gov › Business & Industry › Foreign Trade › U.S. International Trade Data. Main · About · Data · Outreach · AES · Regulations · Reference ...,"Need Angola demographics? Get current population, race, age, income & poverty statistics for Angola, IN from the US Census Bureau.",Angola Population and Housing Census 2014. Recenseamento Geral da População e Habitação. Census: De facto - De jure - Household - Individual - Interview ...
Angola Board Of The International Monetary Fund,6,True,https://www.imf.org/en/Countries/AGO,https://www.eia.gov/international/overview/country/AGO,https://www.imf.org/en/News/Articles/2018/12/07/pr18463imf-executive-board-approves-extended-arrangement-under-the-extended-fund-facility-for-angola,http://www.imf.org/~/media/Files/Publications/CR/2018/cr18156.ashx,https://www.imf.org/en/News/Articles/2021/12/22/PR299-Angola,Angola and the IMF,International - U.S. Energy Information Administration (EIA),IMF Executive Board Approves US$3.7 Billion Extended ...,Angola: 2018 Article IV Consultation--Press Release; Staff Report ...,IMF Executive Board Completes Sixth Review of the Extended Fund ...,"The last Article IV Executive Board Consultation was on December 22, 2021. Listed below are items related to Angola. Country News. At a Glance. Country Data.","Angola is the second-largest oil producer in Africa, after Nigeria. ... In September 2020, the executive board at the International Monetary Fund (IMF) ...","Dec 7, 2018 ... Angola's Extended Arrangement under the Extended Fund Facility (EAEFF) ... On December 7, 2018, the Executive Board of the International ...","May 21, 2018 ... IMF Executive Board Concludes 2018 Article IV Consultation with Angola. On May 18, 2018, the Executive Board of the International Monetary ...","Dec 22, 2021 ... Washington, DC : The Executive Board of the International Monetary Fund (IMF) today completed the sixth review of Angola's economic program ..."
Angola Lake Charles Police Department,6,True,https://www.kplctv.com/story/22044544/dna-evidence-links-man-to-1992-rape-case,https://www.americanpress.com/2015/12/09/angola-prisoner-linked-to-2010-lake-charles-cold-case/,https://www.kplctv.com/2022/03/03/angola-transfer-602-inmates-another-facility/,https://www.theadvocate.com/baton_rouge/news/crime_police/article_6a31c132-9b37-11ec-a5c2-47022eeaddf8.html,https://www.kplctv.com/2021/01/18/angola-inmate-dies-following-fight-penitentiary-officials-say/,LCPD: DNA evidence links man to 1992 rape cases,Angola prisoner linked to 2010 Lake Charles cold case - American ...,Angola to transfer 602 inmates to another facility,Louisiana moving 602 inmates from Angola to Allen Parish because ...,"Angola inmate dies following fight at penitentiary, officials say","Apr 22, 2013 ... The Lake Charles Police Department on Monday announced an arrest and ... to a convicted rapist now serving time at Angola State Prison.","Dec 9, 2015 ... Lake Charles Police Deputy Chief Mark Kraus said detectives and SWAT officers transported Roman Joseph Lastrapes on Wednesday to the ...","Mar 3, 2022 ... 602 inmates at the Louisiana State Penitentiary at Angola are set to be ... to the Allen Correctional Center in Kinder, near Lake Charles.","Mar 3, 2022 ... Prison officials expect it will be easier to hire staff at Allen, located northeast of Lake Charles, than it has been at Angola.","Jan 18, 2021 ... Lake Charles Police investigating homicides on E. Lagrange and McCall St. 3 dead, 1 critical in unrelated shootings in Lake Charles."
Angola Sussex County Engineering Department,6,True,https://sussexcountyde.gov/news/residents-property-owners-angola-neck-approve-new-sewer-district,https://www.sussexcountyde.gov/sites/default/files/packets/SCC.Public.Packet.080916.pdf,https://sussexcountyde.gov/joy-beach-expansion-angola-neck-ssd,http://www.angolabythebay.org/HOA/assn70238/images/Building%20Application%20for%20New%20Home.pdf,https://sussexcountyde.gov/sites/default/files/packets/2021-22%20Woods%20at%20Burton%20Pond%20Paperless%20Packet.pdf,"Residents, property owners of Angola Neck approve new sewer district","County Council Public/Media Packet - August 9, 2016",Joy Beach Expansion (Angola Neck SSD) | Sussex County,1 ANGOLA BY THE BAY BUILDING PERMIT APPLICATION New ...,Sussex County,"Aug 18, 2007 ... 18. Acting on petitions received from property owners, the Sussex County Engineering Department has proposed the creation of the Angola Neck ...","Aug 9, 2016 ... the recommendation of the Sussex County Engineering Department, that ... The Angola Neck Sanitary Sewer District continues to.","Preliminary Engineering Report approved, Environmental Assessment approved. Consulting Engineers are under contract and design has been initiated.","Items 1 - 7 ... Approval of hook-up to the Angola Sewer District by Sussex County, DE. Engineering Department. ( ) 2. Complete Drawings, which must include ...","Mar 17, 2022 ... County Engineering Department, staff note that final approval for this ... is located adjacent to Sussex County Angola Landfill #3."
Angola Columbus Police Department,6,True,https://www.nbinformation.com/locations/lawEnforcement/IN.php,https://www.in.gov/ilea/bulletin-board/law-enforcement-job-opportunities/,https://www.wthr.com/article/news/local/indiana/30-year-old-man-drowns-in-northeastern-indiana-private-lake/531-ba61016f-113e-4934-8e47-45b935d33bfa,https://www.in.gov/isp/files/Indiana_Missing_Person_Bulletin.pdf,https://www.50states.com/indiana/police_departments.htm,Indiana Fingerprinting Locations - National Background Information,ILEA: Law Enforcement Job Opportunities,30-year-old man drowns in northeastern Indiana private lake | wthr ...,Indiana Missing Person Bulletin | IN.gov,Indiana Police Departments. Directory of Police Departments in IN.,"Angola Angola Police Department 202 W Gilmore St Angola, IN 46703. Phone: (260) 665-2121 ... Columbus Columbus Police Department 123 Washington St Ste 11","Columbus Regional Hospital Police Department is now taking applications for Hospital ... Applications may be obtained at the Angola City Police Department, ...","Jun 14, 2021 ... The Dekalb County Sheriff's Department, Garrett Police Department, Garrett Fire Department, Auburn Fire Department, Angola Fire Department, ...","May 3, 1983 ... FORT WAYNE POLICE DEPARTMENT. 5/23/2021 ... MARTINSVILLE POLICE DEPARTMENT. 5/20/2021. ALLEN,SHAWN ... COLUMBUS POLICE DEPARTMENT. 5/21/2021.",Indiana Police Department Directory. Find addresses and contact information for Police Departments in Indiana. ... Chicago Police Dept 2301 E Columbus Dr
Angola Hair Galleries Inc,6,True,https://www.facebook.com/pages/category/Barber-Shop/The-Hair-Gallery-167772416707494/,https://www.yelp.com/biz/hair-gallery-angola,https://www.loc8nearme.com/indiana/angola/hair-gallery/3927861/,https://www.bestprosintown.com/in/angola/hair-gallery-/,https://www.mapquest.com/us/indiana/hair-gallery-291657497,The Hair Gallery - Home | Facebook,"HAIR GALLERY - Hair Salons - 1801 N Wayne St, Angola, IN ...","Hair Gallery - 1801 N Wayne St # 106, Angola IN 46703 - Loc8NearMe","Hair Gallery - 1801 N Wayne St # 106, Angola, IN 46703 ...","Hair Gallery 1801 N Wayne St Ste 106 Angola, IN Hair Salons ...","The Hair Gallery · 1801 N Wayne St, Angola, IN 46703. Get Directions · Rating · 5. (13 reviews) · 83 people checked in here · (260) 665-2911 · Open now 8 AM - 9 PM.","Hair Gallery in Angola, reviews by real people. Yelp is a fun and easy way to find, recommend and talk about what's great and not so great in Angola and ...","Hair Gallery at 1801 N Wayne St # 106, Angola IN 46703 - ⏰hours, ✓address, map, ➦directions, ☎️phone number, customer ratings and comments.","Read what people in Angola are saying about their experience with Hair Gallery at 1801 N Wayne St # 106 - hours, phone number, address and map.","Get directions, reviews and information for Hair Gallery in Angola, IN."
Angola Time Warner Cable,6,True,https://www.spectrum.com/cable-tv-service/new-york/angola,http://www.cnn.com/2010/SPORT/football/01/11/angola.host.cup.nations/index.html,https://www.reuters.com/article/us-twc-m-a-charter-communi-regulator/charters-time-warner-cable-bid-faces-2-billion-regulatory-question-idUSKBN0OB2P420150526,https://www.highspeedinternet.com/ny/angola,https://www.reuters.com/article/timewarnercable-charter-board-idCNL2N0LG0SW20140211,"Cable TV Service Provider in Angola, NY | Spectrum",Was Angola ready to host the African Cup of Nations? - CNN.com,Charter's Time Warner Cable bid faces $2 billion regulatory question ...,"Top 5 Internet Providers in Angola, NY | HighSpeedInternet.com",Charter names nominees to board for Time Warner Cable | Reuters,"Spectrum offers cable tv services in Angola,NY. Get the most FREE HD Channels and watch your favorite shows, movies, and sports on the go with the Spectrum ...","Jan 12, 2010 ... It was supposed to be Angola's time in the sun, the moment when a warn-torn nation finally emerged from the wreckage of three decades of ...","May 26, 2015 ... Time Warner Cable, entering into talks to be acquired by Charter Communications Inc just a month after regulators killed a proposed takeover ...","DSL: Verizon is available to 100% of Angola, New York residents | Cable: Spectrum ... One of the biggest Internet service providers in Angola is Time Warner ...","Feb 11, 2014 ... Charter Communications Inc took its first step in a proxy fight against Time Warner Cable Inc on Tuesday, announcing a slate of 13 nominees ..."
Angola Merchants State Bank,6,True,https://www.fm.bank/,https://www.firstmerchants.com/,https://www.fm.bank/locations/,https://www.farmersstatebank.com/angola,https://www.fm.bank/online-banking/,Farmers & Merchants State Bank: We Nurture Lasting Relationships,First Merchants Bank,Locations - Farmers & Merchants State Bank,Angola › Farmers State Bank,Online Banking | Farmers & Merchants State Bank,"We're a community bank committed to helping individuals, families, farmers, and business owners grow their dreams.","First Merchants is the largest financial services holding company in Central Indiana, commercial banking, credit card services, mortgage, trust services.",We have many convenient branches and ATM locations in Ohio and Indiana. Search Locations.,"Angola. FSB Angola Branch Photo. 1800 N. Wayne St. Angola, IN 46703. 260.665.7506 or 888.492.7111. Fax: 260.665.5778 ...","Check your balance, transfer funds, and bank at your convenience with online banking from F&M. Access your account from any computer, 24 hours a day."
Angola Africa Oil Power,6,True,https://energycapitalpower.com/,https://www.reuters.com/article/safrica-angola-idAFLDE6BD1VB20101214,https://www.eia.gov/international/analysis/country/AGO,https://www.cambridge.org/core/journals/african-studies-review/article/oil-power-and-poverty-in-angola/B5E0AAABBF33308E389E691EF5B1E99F,https://www.un.org/africarenewal/magazine/august-2014/inequality-clouds-growing-economy,Energy Capital & Power,"UPDATE 1-S.Africa, Angola sign energy deal in historic visit | Reuters",International - U.S. Energy Information Administration (EIA),"Oil, Power, and Poverty in Angola | African Studies Review ...",Inequality clouds growing economy | Africa Renewal,Join us at our world-class investment-focused events in Africa and worldwide. ... Energy Capital & Power explores the important role Angola's oil and gas ...,"Dec 14, 2010 ... PRETORIA, Dec 14 (Reuters) - South Africa and oil-producing Angola took a step away from decades of friction on Tuesday by signing an energy ...","Jan 25, 2021 ... Angola is the second-largest oil producer in Africa, after Nigeria. Angola's economy depends heavily on hydrocarbon production, ...","With a daily output of oil totaling approximately two million barrels per day, Angola is the second biggest oil producer in Africa and sixteenth in the world.","As major public infrastructure investments in energy and transport kick in, its growth is ... Angola is Africa's second biggest oil producer after Nigeria."
